,name,price,standard_price,flag,category
3931,szafa modułowa Flex 200 cm z drzwiami biała,5530,0.0,[],szafa modułowa
3932,komplet kuchenny Junona Line 240 cm dąb delano jasny,799,0.0,['SZOKUJĄCO NISKA CENA'],komplet kuchenny
3933,komoda Forn 156 cm z drzwiami i 3 szufladami dąb delano ciemny/czarny mat,1199,0.0,[],komoda
3934,komplet kuchenny Junona Line 240 cm wanilia połysk/modrzew sibiu złoty,799,0.0,['SZOKUJĄCO NISKA CENA'],komplet kuchenny
3935,wersalka trzyosobowa Lami rozkładana z pojemnikiem plecionka szara,1199,0.0,[],wersalka trzyosobowa
3936,szafa pięciodrzwiowa Stockholm 243 cm sosna andersen biała,2949,0.0,[],szafa pięciodrzwiowa
3937,szafa przesuwna Time 170 cm biała,499,0.0,['SZOKUJĄCO NISKA CENA'],szafa przesuwna
3938,komoda Holten 156 cm z drzwiami  i 3 szufladami biała/dąb wotan,999,0.0,[],komoda
3939,komoda Tetrix 150 cm z 6 szufladami biały połysk,389,0.0,['Promocja'],komoda
3940,szafa trzydrzwiowa Nepo Plus 118 cm z szufladami biała,1319,0.0,[],szafa trzydrzwiowa
3941,szafa czterodrzwiowa Frija 203 cm z lustrem sosna andersen biała/dąb artisan,1499,0.0,['Promocja'],szafa czterodrzwiowa
3942,łóżko Kassel 160x200 ze stelażem i pojemnikiem i 2 szafkami nocnymi dąb monastery,3599,0.0,[],łóżko
3943,szafa pięciodrzwiowa Kaspian 153 cm z lustrem i szufladami dąb sonoma,1789,0.0,[],szafa pięciodrzwiowa
3944,szafa przesuwna Tetrix 153 cm z lustrem biały połysk,1999,0.0,[],szafa przesuwna
3945,komoda Lamea 150 cm z 2 drzwiami i 3 szufladami dąb artisan,879,0.0,[],komoda
3946,szafa przesuwna Fabio 215 cm biały/dąb artisan,2779,0.0,[],szafa przesuwna
3947,komoda Vabres 150 cm z 3 drzwiami i 2 szufladami dąb artisan lamele,749,0.0,['NOWOŚĆ'],komoda
3948,komoda Hesen 186 cm z 2 drzwiami i 3 szufladami grafit/dąb artisan,689,0.0,['Promocja'],komoda
3949,komoda Frija 153 cm z 2 drzwiami i 4 szufladami sosna andersen biała/dąb artisan,599,0.0,['Promocja'],komoda
3950,łóżko Nepo Plus 140x200 białe,899,0.0,[],łóżko
3951,komoda Stockholm 103 cm z 2 drzwiami i szufladą sosna andersen biała/dąb sonoma ciemna,929,0.0,[],komoda
3952,szafa dwudrzwiowa Nepo Plus 80 cm Plus biała,719,0.0,[],szafa dwudrzwiowa
3953,komoda Gent 200 cm z 2 drzwiami i 3 szufladami dąb stirling,1389,0.0,[],komoda
3954,łóżko Kaspian 140x200 dąb sonoma,819,0.0,[],łóżko
3955,szafa sześciodrzwiowa Herford 270 cm z lustrem i 6 szufladami biała,1469,0.0,['Promocja'],szafa sześciodrzwiowa
3956,szafa przesuwna Fabio 215 cm z szufladami dąb artisan/biały,2999,0.0,[],szafa przesuwna
3957,sofa trzyosobowa Verto rozkładana z pojemnikiem welurowa zielona,2099,0.0,[],sofa trzyosobowa
3958,komplet kuchenny Sara Line 240 cm biały,679,0.0,"['NOWOŚĆ', 'SZOKUJĄCO NISKA CENA']",komplet kuchenny
3959,szafa dwudrzwiowa Zele 90 cm z szufladą dąb wotan/biały połysk,1049,0.0,[],szafa dwudrzwiowa
3960,komoda Lamea 180 cm z 2 drzwiami i 3 szufladami dąb artisan,929,0.0,[],komoda
3961,komoda Balin 160 cm z 2 drzwiami i 3 szufladami dąb monastery/dąb czarny,1059,0.0,[],komoda
3962,stół rozkładany Bernardin 95/145/195x95 dąb wotan,1329,0.0,[],stół rozkładany
3963,szafa dwudrzwiowa Kaspian 90 cm z szufladami dąb sonoma,949,0.0,[],szafa dwudrzwiowa
3964,komoda Kaspian 144 cm z 2 drzwiami i 4 szufladami dąb sonoma,999,0.0,[],komoda
3965,komoda Nepo Plus 80 cm z 4 szufladami biały,569,0.0,[],komoda
3966,szafa dwudrzwiowa Neno 81 cm biała,269,0.0,['SZOKUJĄCO NISKA CENA'],szafa dwudrzwiowa
3967,szafa modułowa Flex 200 cm z drzwiami biała,5530,0.0,[],szafa modułowa
3968,komplet kuchenny Junona Line 240 cm dąb delano jasny,799,0.0,['SZOKUJĄCO NISKA CENA'],komplet kuchenny
3969,komoda Forn 156 cm z drzwiami i 3 szufladami dąb delano ciemny/czarny mat,1199,0.0,[],komoda
3970,komplet kuchenny Junona Line 240 cm wanilia połysk/modrzew sibiu złoty,799,0.0,['SZOKUJĄCO NISKA CENA'],komplet kuchenny
3971,wersalka trzyosobowa Lami rozkładana z pojemnikiem plecionka szara,1199,0.0,[],wersalka trzyosobowa
3972,szafa pięciodrzwiowa Stockholm 243 cm sosna andersen biała,2949,0.0,[],szafa pięciodrzwiowa
3973,szafa przesuwna Time 170 cm biała,499,0.0,['SZOKUJĄCO NISKA CENA'],szafa przesuwna
3974,komoda Holten 156 cm z drzwiami  i 3 szufladami biała/dąb wotan,999,0.0,[],komoda
3975,komoda Tetrix 150 cm z 6 szufladami biały połysk,389,0.0,['Promocja'],komoda
3976,szafa trzydrzwiowa Nepo Plus 118 cm z szufladami biała,1319,0.0,[],szafa trzydrzwiowa
3977,szafa czterodrzwiowa Frija 203 cm z lustrem sosna andersen biała/dąb artisan,1499,0.0,['Promocja'],szafa czterodrzwiowa
3978,łóżko Kassel 160x200 ze stelażem i pojemnikiem i 2 szafkami nocnymi dąb monastery,3599,0.0,[],łóżko
3979,szafa pięciodrzwiowa Kaspian 153 cm z lustrem i szufladami dąb sonoma,1789,0.0,[],szafa pięciodrzwiowa
3980,szafa przesuwna Tetrix 153 cm z lustrem biały połysk,1999,0.0,[],szafa przesuwna
3981,komoda Lamea 150 cm z 2 drzwiami i 3 szufladami dąb artisan,879,0.0,[],komoda
3982,szafa przesuwna Fabio 215 cm biały/dąb artisan,2779,0.0,[],szafa przesuwna
3983,komoda Vabres 150 cm z 3 drzwiami i 2 szufladami dąb artisan lamele,749,0.0,['NOWOŚĆ'],komoda
3984,komoda Hesen 186 cm z 2 drzwiami i 3 szufladami grafit/dąb artisan,689,0.0,['Promocja'],komoda
3985,komoda Frija 153 cm z 2 drzwiami i 4 szufladami sosna andersen biała/dąb artisan,599,0.0,['Promocja'],komoda
3986,łóżko Nepo Plus 140x200 białe,899,0.0,[],łóżko
3987,komoda Stockholm 103 cm z 2 drzwiami i szufladą sosna andersen biała/dąb sonoma ciemna,929,0.0,[],komoda
3988,szafa dwudrzwiowa Nepo Plus 80 cm Plus biała,719,0.0,[],szafa dwudrzwiowa
3989,komoda Gent 200 cm z 2 drzwiami i 3 szufladami dąb stirling,1389,0.0,[],komoda
3990,łóżko Kaspian 140x200 dąb sonoma,819,0.0,[],łóżko
3991,szafa sześciodrzwiowa Herford 270 cm z lustrem i 6 szufladami biała,1469,0.0,['Promocja'],szafa sześciodrzwiowa
3992,szafa przesuwna Fabio 215 cm z szufladami dąb artisan/biały,2999,0.0,[],szafa przesuwna
3993,sofa trzyosobowa Verto rozkładana z pojemnikiem welurowa zielona,2099,0.0,[],sofa trzyosobowa
3994,komplet kuchenny Sara Line 240 cm biały,679,0.0,"['NOWOŚĆ', 'SZOKUJĄCO NISKA CENA']",komplet kuchenny
3995,szafa dwudrzwiowa Zele 90 cm z szufladą dąb wotan/biały połysk,1049,0.0,[],szafa dwudrzwiowa
3996,komoda Lamea 180 cm z 2 drzwiami i 3 szufladami dąb artisan,929,0.0,[],komoda
3997,komoda Balin 160 cm z 2 drzwiami i 3 szufladami dąb monastery/dąb czarny,1059,0.0,[],komoda
3998,stół rozkładany Bernardin 95/145/195x95 dąb wotan,1329,0.0,[],stół rozkładany
3999,szafa dwudrzwiowa Kaspian 90 cm z szufladami dąb sonoma,949,0.0,[],szafa dwudrzwiowa
4000,komoda Kaspian 144 cm z 2 drzwiami i 4 szufladami dąb sonoma,999,0.0,[],komoda
4001,komoda Nepo Plus 80 cm z 4 szufladami biały,569,0.0,[],komoda
4002,szafa dwudrzwiowa Neno 81 cm biała,269,0.0,['SZOKUJĄCO NISKA CENA'],szafa dwudrzwiowa
4003,szafa modułowa Flex 200 cm z drzwiami biała,5530,0.0,[],szafa modułowa
4004,komplet kuchenny Junona Line 240 cm dąb delano jasny,799,0.0,['SZOKUJĄCO NISKA CENA'],komplet kuchenny
4005,komoda Forn 156 cm z drzwiami i 3 szufladami dąb delano ciemny/czarny mat,1199,0.0,[],komoda
4006,komplet kuchenny Junona Line 240 cm wanilia połysk/modrzew sibiu złoty,799,0.0,['SZOKUJĄCO NISKA CENA'],komplet kuchenny
4007,wersalka trzyosobowa Lami rozkładana z pojemnikiem plecionka szara,1199,0.0,[],wersalka trzyosobowa
4008,szafa pięciodrzwiowa Stockholm 243 cm sosna andersen biała,2949,0.0,[],szafa pięciodrzwiowa
4009,szafa przesuwna Time 170 cm biała,499,0.0,['SZOKUJĄCO NISKA CENA'],szafa przesuwna
4010,komoda Holten 156 cm z drzwiami  i 3 szufladami biała/dąb wotan,999,0.0,[],komoda
4011,komoda Tetrix 150 cm z 6 szufladami biały połysk,389,0.0,['Promocja'],komoda
4012,szafa trzydrzwiowa Nepo Plus 118 cm z szufladami biała,1319,0.0,[],szafa trzydrzwiowa
4013,szafa czterodrzwiowa Frija 203 cm z lustrem sosna andersen biała/dąb artisan,1499,0.0,['Promocja'],szafa czterodrzwiowa
4014,łóżko Kassel 160x200 ze stelażem i pojemnikiem i 2 szafkami nocnymi dąb monastery,3599,0.0,[],łóżko
4015,szafa pięciodrzwiowa Kaspian 153 cm z lustrem i szufladami dąb sonoma,1789,0.0,[],szafa pięciodrzwiowa
4016,szafa przesuwna Tetrix 153 cm z lustrem biały połysk,1999,0.0,[],szafa przesuwna
4017,komoda Lamea 150 cm z 2 drzwiami i 3 szufladami dąb artisan,879,0.0,[],komoda
4018,szafa przesuwna Fabio 215 cm biały/dąb artisan,2779,0.0,[],szafa przesuwna
4019,komoda Vabres 150 cm z 3 drzwiami i 2 szufladami dąb artisan lamele,749,0.0,['NOWOŚĆ'],komoda
4020,komoda Hesen 186 cm z 2 drzwiami i 3 szufladami grafit/dąb artisan,689,0.0,['Promocja'],komoda
4021,komoda Frija 153 cm z 2 drzwiami i 4 szufladami sosna andersen biała/dąb artisan,599,0.0,['Promocja'],komoda
4022,łóżko Nepo Plus 140x200 białe,899,0.0,[],łóżko
4023,komoda Stockholm 103 cm z 2 drzwiami i szufladą sosna andersen biała/dąb sonoma ciemna,929,0.0,[],komoda
4024,szafa dwudrzwiowa Nepo Plus 80 cm Plus biała,719,0.0,[],szafa dwudrzwiowa
4025,komoda Gent 200 cm z 2 drzwiami i 3 szufladami dąb stirling,1389,0.0,[],komoda
4026,łóżko Kaspian 140x200 dąb sonoma,819,0.0,[],łóżko
4027,szafa sześciodrzwiowa Herford 270 cm z lustrem i 6 szufladami biała,1469,0.0,['Promocja'],szafa sześciodrzwiowa
4028,szafa przesuwna Fabio 215 cm z szufladami dąb artisan/biały,2999,0.0,[],szafa przesuwna
4029,sofa trzyosobowa Verto rozkładana z pojemnikiem welurowa zielona,2099,0.0,[],sofa trzyosobowa
4030,komplet kuchenny Sara Line 240 cm biały,679,0.0,"['NOWOŚĆ', 'SZOKUJĄCO NISKA CENA']",komplet kuchenny
4031,szafa dwudrzwiowa Zele 90 cm z szufladą dąb wotan/biały połysk,1049,0.0,[],szafa dwudrzwiowa
4032,komoda Lamea 180 cm z 2 drzwiami i 3 szufladami dąb artisan,929,0.0,[],komoda
4033,komoda Balin 160 cm z 2 drzwiami i 3 szufladami dąb monastery/dąb czarny,1059,0.0,[],komoda
4034,stół rozkładany Bernardin 95/145/195x95 dąb wotan,1329,0.0,[],stół rozkładany
4035,szafa dwudrzwiowa Kaspian 90 cm z szufladami dąb sonoma,949,0.0,[],szafa dwudrzwiowa
4036,komoda Kaspian 144 cm z 2 drzwiami i 4 szufladami dąb sonoma,999,0.0,[],komoda
4037,komoda Nepo Plus 80 cm z 4 szufladami biały,569,0.0,[],komoda
4038,szafa dwudrzwiowa Neno 81 cm biała,269,0.0,['SZOKUJĄCO NISKA CENA'],szafa dwudrzwiowa
4039,szafa modułowa Flex 200 cm z drzwiami biała,5530,0.0,[],szafa modułowa
4040,komplet kuchenny Junona Line 240 cm dąb delano jasny,799,0.0,['SZOKUJĄCO NISKA CENA'],komplet kuchenny
4041,komoda Forn 156 cm z drzwiami i 3 szufladami dąb delano ciemny/czarny mat,1199,0.0,[],komoda
4042,komplet kuchenny Junona Line 240 cm wanilia połysk/modrzew sibiu złoty,799,0.0,['SZOKUJĄCO NISKA CENA'],komplet kuchenny
4043,wersalka trzyosobowa Lami rozkładana z pojemnikiem plecionka szara,1199,0.0,[],wersalka trzyosobowa
4044,szafa pięciodrzwiowa Stockholm 243 cm sosna andersen biała,2949,0.0,[],szafa pięciodrzwiowa
4045,szafa przesuwna Time 170 cm biała,499,0.0,['SZOKUJĄCO NISKA CENA'],szafa przesuwna
4046,komoda Holten 156 cm z drzwiami  i 3 szufladami biała/dąb wotan,999,0.0,[],komoda
4047,komoda Tetrix 150 cm z 6 szufladami biały połysk,389,0.0,['Promocja'],komoda
4048,szafa trzydrzwiowa Nepo Plus 118 cm z szufladami biała,1319,0.0,[],szafa trzydrzwiowa
4049,szafa czterodrzwiowa Frija 203 cm z lustrem sosna andersen biała/dąb artisan,1499,0.0,['Promocja'],szafa czterodrzwiowa
4050,łóżko Kassel 160x200 ze stelażem i pojemnikiem i 2 szafkami nocnymi dąb monastery,3599,0.0,[],łóżko
4051,szafa pięciodrzwiowa Kaspian 153 cm z lustrem i szufladami dąb sonoma,1789,0.0,[],szafa pięciodrzwiowa
4052,szafa przesuwna Tetrix 153 cm z lustrem biały połysk,1999,0.0,[],szafa przesuwna
4053,komoda Lamea 150 cm z 2 drzwiami i 3 szufladami dąb artisan,879,0.0,[],komoda
4054,szafa przesuwna Fabio 215 cm biały/dąb artisan,2779,0.0,[],szafa przesuwna
4055,komoda Vabres 150 cm z 3 drzwiami i 2 szufladami dąb artisan lamele,749,0.0,['NOWOŚĆ'],komoda
4056,komoda Hesen 186 cm z 2 drzwiami i 3 szufladami grafit/dąb artisan,689,0.0,['Promocja'],komoda
4057,komoda Frija 153 cm z 2 drzwiami i 4 szufladami sosna andersen biała/dąb artisan,599,0.0,['Promocja'],komoda
4058,łóżko Nepo Plus 140x200 białe,899,0.0,[],łóżko
4059,komoda Stockholm 103 cm z 2 drzwiami i szufladą sosna andersen biała/dąb sonoma ciemna,929,0.0,[],komoda
4060,szafa dwudrzwiowa Nepo Plus 80 cm Plus biała,719,0.0,[],szafa dwudrzwiowa
4061,komoda Gent 200 cm z 2 drzwiami i 3 szufladami dąb stirling,1389,0.0,[],komoda
4062,łóżko Kaspian 140x200 dąb sonoma,819,0.0,[],łóżko
4063,szafa sześciodrzwiowa Herford 270 cm z lustrem i 6 szufladami biała,1469,0.0,['Promocja'],szafa sześciodrzwiowa
4064,szafa przesuwna Fabio 215 cm z szufladami dąb artisan/biały,2999,0.0,[],szafa przesuwna
4065,sofa trzyosobowa Verto rozkładana z pojemnikiem welurowa zielona,2099,0.0,[],sofa trzyosobowa
4066,komplet kuchenny Sara Line 240 cm biały,679,0.0,"['NOWOŚĆ', 'SZOKUJĄCO NISKA CENA']",komplet kuchenny
4067,szafa dwudrzwiowa Zele 90 cm z szufladą dąb wotan/biały połysk,1049,0.0,[],szafa dwudrzwiowa
4068,komoda Lamea 180 cm z 2 drzwiami i 3 szufladami dąb artisan,929,0.0,[],komoda
4069,komoda Balin 160 cm z 2 drzwiami i 3 szufladami dąb monastery/dąb czarny,1059,0.0,[],komoda
4070,stół rozkładany Bernardin 95/145/195x95 dąb wotan,1329,0.0,[],stół rozkładany
4071,szafa dwudrzwiowa Kaspian 90 cm z szufladami dąb sonoma,949,0.0,[],szafa dwudrzwiowa
4072,komoda Kaspian 144 cm z 2 drzwiami i 4 szufladami dąb sonoma,999,0.0,[],komoda
4073,komoda Nepo Plus 80 cm z 4 szufladami biały,569,0.0,[],komoda
4074,szafa dwudrzwiowa Neno 81 cm biała,269,0.0,['SZOKUJĄCO NISKA CENA'],szafa dwudrzwiowa
4075,szafa modułowa Flex 200 cm z drzwiami biała,5530,0.0,[],szafa modułowa
4076,komplet kuchenny Junona Line 240 cm dąb delano jasny,799,0.0,['SZOKUJĄCO NISKA CENA'],komplet kuchenny
4077,komoda Forn 156 cm z drzwiami i 3 szufladami dąb delano ciemny/czarny mat,1199,0.0,[],komoda
4078,komplet kuchenny Junona Line 240 cm wanilia połysk/modrzew sibiu złoty,799,0.0,['SZOKUJĄCO NISKA CENA'],komplet kuchenny
4079,wersalka trzyosobowa Lami rozkładana z pojemnikiem plecionka szara,1199,0.0,[],wersalka trzyosobowa
4080,szafa pięciodrzwiowa Stockholm 243 cm sosna andersen biała,2949,0.0,[],szafa pięciodrzwiowa
4081,szafa przesuwna Time 170 cm biała,499,0.0,['SZOKUJĄCO NISKA CENA'],szafa przesuwna
4082,komoda Holten 156 cm z drzwiami  i 3 szufladami biała/dąb wotan,999,0.0,[],komoda
4083,komoda Tetrix 150 cm z 6 szufladami biały połysk,389,0.0,['Promocja'],komoda
4084,szafa trzydrzwiowa Nepo Plus 118 cm z szufladami biała,1319,0.0,[],szafa trzydrzwiowa
4085,szafa czterodrzwiowa Frija 203 cm z lustrem sosna andersen biała/dąb artisan,1499,0.0,['Promocja'],szafa czterodrzwiowa
4086,łóżko Kassel 160x200 ze stelażem i pojemnikiem i 2 szafkami nocnymi dąb monastery,3599,0.0,[],łóżko
4087,szafa pięciodrzwiowa Kaspian 153 cm z lustrem i szufladami dąb sonoma,1789,0.0,[],szafa pięciodrzwiowa
4088,szafa przesuwna Tetrix 153 cm z lustrem biały połysk,1999,0.0,[],szafa przesuwna
4089,komoda Lamea 150 cm z 2 drzwiami i 3 szufladami dąb artisan,879,0.0,[],komoda
4090,szafa przesuwna Fabio 215 cm biały/dąb artisan,2779,0.0,[],szafa przesuwna
4091,komoda Vabres 150 cm z 3 drzwiami i 2 szufladami dąb artisan lamele,749,0.0,['NOWOŚĆ'],komoda
4092,komoda Hesen 186 cm z 2 drzwiami i 3 szufladami grafit/dąb artisan,689,0.0,['Promocja'],komoda
4093,komoda Frija 153 cm z 2 drzwiami i 4 szufladami sosna andersen biała/dąb artisan,599,0.0,['Promocja'],komoda
4094,łóżko Nepo Plus 140x200 białe,899,0.0,[],łóżko
4095,komoda Stockholm 103 cm z 2 drzwiami i szufladą sosna andersen biała/dąb sonoma ciemna,929,0.0,[],komoda
4096,szafa dwudrzwiowa Nepo Plus 80 cm Plus biała,719,0.0,[],szafa dwudrzwiowa
4097,komoda Gent 200 cm z 2 drzwiami i 3 szufladami dąb stirling,1389,0.0,[],komoda
4098,łóżko Kaspian 140x200 dąb sonoma,819,0.0,[],łóżko
4099,szafa sześciodrzwiowa Herford 270 cm z lustrem i 6 szufladami biała,1469,0.0,['Promocja'],szafa sześciodrzwiowa
4100,szafa przesuwna Fabio 215 cm z szufladami dąb artisan/biały,2999,0.0,[],szafa przesuwna
4101,sofa trzyosobowa Verto rozkładana z pojemnikiem welurowa zielona,2099,0.0,[],sofa trzyosobowa
4102,komplet kuchenny Sara Line 240 cm biały,679,0.0,"['NOWOŚĆ', 'SZOKUJĄCO NISKA CENA']",komplet kuchenny
4103,szafa dwudrzwiowa Zele 90 cm z szufladą dąb wotan/biały połysk,1049,0.0,[],szafa dwudrzwiowa
4104,komoda Lamea 180 cm z 2 drzwiami i 3 szufladami dąb artisan,929,0.0,[],komoda
4105,komoda Balin 160 cm z 2 drzwiami i 3 szufladami dąb monastery/dąb czarny,1059,0.0,[],komoda
4106,stół rozkładany Bernardin 95/145/195x95 dąb wotan,1329,0.0,[],stół rozkładany
4107,szafa dwudrzwiowa Kaspian 90 cm z szufladami dąb sonoma,949,0.0,[],szafa dwudrzwiowa
4108,komoda Kaspian 144 cm z 2 drzwiami i 4 szufladami dąb sonoma,999,0.0,[],komoda
4109,komoda Nepo Plus 80 cm z 4 szufladami biały,569,0.0,[],komoda
4110,szafa dwudrzwiowa Neno 81 cm biała,269,0.0,['SZOKUJĄCO NISKA CENA'],szafa dwudrzwiowa
4111,szafa modułowa Flex 200 cm z drzwiami biała,5530,0.0,[],szafa modułowa
4112,komplet kuchenny Junona Line 240 cm dąb delano jasny,799,0.0,['SZOKUJĄCO NISKA CENA'],komplet kuchenny
4113,komoda Forn 156 cm z drzwiami i 3 szufladami dąb delano ciemny/czarny mat,1199,0.0,[],komoda
4114,komplet kuchenny Junona Line 240 cm wanilia połysk/modrzew sibiu złoty,799,0.0,['SZOKUJĄCO NISKA CENA'],komplet kuchenny
4115,wersalka trzyosobowa Lami rozkładana z pojemnikiem plecionka szara,1199,0.0,[],wersalka trzyosobowa
4116,szafa pięciodrzwiowa Stockholm 243 cm sosna andersen biała,2949,0.0,[],szafa pięciodrzwiowa
4117,szafa przesuwna Time 170 cm biała,499,0.0,['SZOKUJĄCO NISKA CENA'],szafa przesuwna
4118,komoda Holten 156 cm z drzwiami  i 3 szufladami biała/dąb wotan,999,0.0,[],komoda
4119,komoda Tetrix 150 cm z 6 szufladami biały połysk,389,0.0,['Promocja'],komoda
4120,szafa trzydrzwiowa Nepo Plus 118 cm z szufladami biała,1319,0.0,[],szafa trzydrzwiowa
4121,szafa czterodrzwiowa Frija 203 cm z lustrem sosna andersen biała/dąb artisan,1499,0.0,['Promocja'],szafa czterodrzwiowa
4122,łóżko Kassel 160x200 ze stelażem i pojemnikiem i 2 szafkami nocnymi dąb monastery,3599,0.0,[],łóżko
4123,szafa pięciodrzwiowa Kaspian 153 cm z lustrem i szufladami dąb sonoma,1789,0.0,[],szafa pięciodrzwiowa
4124,szafa przesuwna Tetrix 153 cm z lustrem biały połysk,1999,0.0,[],szafa przesuwna
4125,komoda Lamea 150 cm z 2 drzwiami i 3 szufladami dąb artisan,879,0.0,[],komoda
4126,szafa przesuwna Fabio 215 cm biały/dąb artisan,2779,0.0,[],szafa przesuwna
4127,komoda Vabres 150 cm z 3 drzwiami i 2 szufladami dąb artisan lamele,749,0.0,['NOWOŚĆ'],komoda
4128,komoda Hesen 186 cm z 2 drzwiami i 3 szufladami grafit/dąb artisan,689,0.0,['Promocja'],komoda
4129,komoda Frija 153 cm z 2 drzwiami i 4 szufladami sosna andersen biała/dąb artisan,599,0.0,['Promocja'],komoda
4130,łóżko Nepo Plus 140x200 białe,899,0.0,[],łóżko
4131,komoda Stockholm 103 cm z 2 drzwiami i szufladą sosna andersen biała/dąb sonoma ciemna,929,0.0,[],komoda
4132,szafa dwudrzwiowa Nepo Plus 80 cm Plus biała,719,0.0,[],szafa dwudrzwiowa
4133,komoda Gent 200 cm z 2 drzwiami i 3 szufladami dąb stirling,1389,0.0,[],komoda
4134,łóżko Kaspian 140x200 dąb sonoma,819,0.0,[],łóżko
4135,szafa sześciodrzwiowa Herford 270 cm z lustrem i 6 szufladami biała,1469,0.0,['Promocja'],szafa sześciodrzwiowa
4136,szafa przesuwna Fabio 215 cm z szufladami dąb artisan/biały,2999,0.0,[],szafa przesuwna
4137,sofa trzyosobowa Verto rozkładana z pojemnikiem welurowa zielona,2099,0.0,[],sofa trzyosobowa
4138,komplet kuchenny Sara Line 240 cm biały,679,0.0,"['NOWOŚĆ', 'SZOKUJĄCO NISKA CENA']",komplet kuchenny
4139,szafa dwudrzwiowa Zele 90 cm z szufladą dąb wotan/biały połysk,1049,0.0,[],szafa dwudrzwiowa
4140,komoda Lamea 180 cm z 2 drzwiami i 3 szufladami dąb artisan,929,0.0,[],komoda
4141,komoda Balin 160 cm z 2 drzwiami i 3 szufladami dąb monastery/dąb czarny,1059,0.0,[],komoda
4142,stół rozkładany Bernardin 95/145/195x95 dąb wotan,1329,0.0,[],stół rozkładany
4143,szafa dwudrzwiowa Kaspian 90 cm z szufladami dąb sonoma,949,0.0,[],szafa dwudrzwiowa
4144,komoda Kaspian 144 cm z 2 drzwiami i 4 szufladami dąb sonoma,999,0.0,[],komoda
4145,komoda Nepo Plus 80 cm z 4 szufladami biały,569,0.0,[],komoda
4146,szafa dwudrzwiowa Neno 81 cm biała,269,0.0,['SZOKUJĄCO NISKA CENA'],szafa dwudrzwiowa
4147,szafa modułowa Flex 200 cm z drzwiami biała,5530,0.0,[],szafa modułowa
4148,komplet kuchenny Junona Line 240 cm dąb delano jasny,799,0.0,['SZOKUJĄCO NISKA CENA'],komplet kuchenny
4149,komoda Forn 156 cm z drzwiami i 3 szufladami dąb delano ciemny/czarny mat,1199,0.0,[],komoda
4150,komplet kuchenny Junona Line 240 cm wanilia połysk/modrzew sibiu złoty,799,0.0,['SZOKUJĄCO NISKA CENA'],komplet kuchenny
4151,wersalka trzyosobowa Lami rozkładana z pojemnikiem plecionka szara,1199,0.0,[],wersalka trzyosobowa
4152,szafa pięciodrzwiowa Stockholm 243 cm sosna andersen biała,2949,0.0,[],szafa pięciodrzwiowa
4153,szafa przesuwna Time 170 cm biała,499,0.0,['SZOKUJĄCO NISKA CENA'],szafa przesuwna
4154,komoda Holten 156 cm z drzwiami  i 3 szufladami biała/dąb wotan,999,0.0,[],komoda
4155,komoda Tetrix 150 cm z 6 szufladami biały połysk,389,0.0,['Promocja'],komoda
4156,szafa trzydrzwiowa Nepo Plus 118 cm z szufladami biała,1319,0.0,[],szafa trzydrzwiowa
4157,szafa czterodrzwiowa Frija 203 cm z lustrem sosna andersen biała/dąb artisan,1499,0.0,['Promocja'],szafa czterodrzwiowa
4158,łóżko Kassel 160x200 ze stelażem i pojemnikiem i 2 szafkami nocnymi dąb monastery,3599,0.0,[],łóżko
4159,szafa pięciodrzwiowa Kaspian 153 cm z lustrem i szufladami dąb sonoma,1789,0.0,[],szafa pięciodrzwiowa
4160,szafa przesuwna Tetrix 153 cm z lustrem biały połysk,1999,0.0,[],szafa przesuwna
4161,komoda Lamea 150 cm z 2 drzwiami i 3 szufladami dąb artisan,879,0.0,[],komoda
4162,szafa przesuwna Fabio 215 cm biały/dąb artisan,2779,0.0,[],szafa przesuwna
4163,komoda Vabres 150 cm z 3 drzwiami i 2 szufladami dąb artisan lamele,749,0.0,['NOWOŚĆ'],komoda
4164,komoda Hesen 186 cm z 2 drzwiami i 3 szufladami grafit/dąb artisan,689,0.0,['Promocja'],komoda
4165,komoda Frija 153 cm z 2 drzwiami i 4 szufladami sosna andersen biała/dąb artisan,599,0.0,['Promocja'],komoda
4166,łóżko Nepo Plus 140x200 białe,899,0.0,[],łóżko
4167,komoda Stockholm 103 cm z 2 drzwiami i szufladą sosna andersen biała/dąb sonoma ciemna,929,0.0,[],komoda
4168,szafa dwudrzwiowa Nepo Plus 80 cm Plus biała,719,0.0,[],szafa dwudrzwiowa
4169,komoda Gent 200 cm z 2 drzwiami i 3 szufladami dąb stirling,1389,0.0,[],komoda
4170,łóżko Kaspian 140x200 dąb sonoma,819,0.0,[],łóżko
4171,szafa sześciodrzwiowa Herford 270 cm z lustrem i 6 szufladami biała,1469,0.0,['Promocja'],szafa sześciodrzwiowa
4172,szafa przesuwna Fabio 215 cm z szufladami dąb artisan/biały,2999,0.0,[],szafa przesuwna
4173,sofa trzyosobowa Verto rozkładana z pojemnikiem welurowa zielona,2099,0.0,[],sofa trzyosobowa
4174,komplet kuchenny Sara Line 240 cm biały,679,0.0,"['NOWOŚĆ', 'SZOKUJĄCO NISKA CENA']",komplet kuchenny
4175,szafa dwudrzwiowa Zele 90 cm z szufladą dąb wotan/biały połysk,1049,0.0,[],szafa dwudrzwiowa
4176,komoda Lamea 180 cm z 2 drzwiami i 3 szufladami dąb artisan,929,0.0,[],komoda
